id,contract_file,vulnerability,function_name,function_code,dataset
10,15a8153d292c4fb0571107aeda93ad26b7394d45,Timestamp-Dependency,_find,"    function _find(
        uint256[] memory _Days,
        uint256[] memory _Units,
        uint256 day
    ) internal pure returns(uint256, uint256) {
        uint256 left = 0;
        uint256 right = _Days.length.sub(1);
        uint256 middle = right.add(left).div(2);
        while (_Days[middle] != day && left < right) {
            if (_Days[middle] > day) {
                right = middle.sub(1);
            } else if (_Days[middle] < day) {
                left = middle.add(1);
            }
            middle = right.add(left).div(2);
        }
        if (_Days[middle] != day) {
            return (day, 0);
        } else {
            return (day, _Units[middle]);
        }
    }",slither_audited
11,15a8153d292c4fb0571107aeda93ad26b7394d45,Timestamp-Dependency,_get,"    function _get(
        uint256[] memory _Days,
        uint256[] memory _Units,
        uint256 day
    ) internal pure returns(uint256, uint256) {
        uint256 len = _Days.length;
        if (len == 0) {
            return (day, 0);
        }
        if (day < _Days[0]) {
            return (day, 0);
        }
        uint256 lastIndex = len.sub(1);
        uint256 lastDay = _Days[lastIndex];
        if (day == lastDay) {
            return (day, _Units[lastIndex]);
        }
        return _find(_Days, _Units, day);
    }",slither_audited
12,15a8153d292c4fb0571107aeda93ad26b7394d45,Timestamp-Dependency,deposit,"    function deposit() public payable {
        uint256 currentDay = _getCurrentDay();
        uint256 len = logsContractFeeDays[msg.sender].length;
        if (len == 0) {
            logsContractFeeDays[msg.sender].push(currentDay);
            logsContractFeeAmounts[msg.sender].push(msg.value);
        } else {
            uint256 lastIndex = logsContractFeeDays[msg.sender].length.sub(1);
            uint256 lastDay = logsContractFeeDays[msg.sender][lastIndex];
            if (lastDay == currentDay) {
                logsContractFeeAmounts[msg
                        .sender][lastIndex] = logsContractFeeAmounts[msg
                        .sender][lastIndex]
                    .add(msg.value);
            } else {
                logsContractFeeDays[msg.sender].push(currentDay);
                logsContractFeeAmounts[msg.sender].push(msg.value);
            }
        }
        uint256 toSuperAdmin = msg.value.mul(superAdminFeeNumerator).div(
            superAdminFeeDenominator
        );
        logsSumFeeAmount = logsSumFeeAmount.add(msg.value);
        superAdmin.transfer(toSuperAdmin);
    }",slither_audited
13,160710959a2ff50c4b8b981093aeecf66e4ca2f9,Timestamp-Dependency,getTokenPrice,"    function getTokenPrice(address token, uint256 day) external view returns(uint256) {
        require(_tokenExists(token), 'invalid token');
        require(day >= tokenDayStart[token], '1: invalid day');
        require(day <= dayLastRecordedPricesFor, '2: invalid day');
        return tokenDayPrice[token][day];
    }",slither_audited
14,160710959a2ff50c4b8b981093aeecf66e4ca2f9,Timestamp-Dependency,recordTokenPrices,"    function recordTokenPrices() public {
        require(_getCurrentDay() > dayLastRecordedPricesFor.add(1), 'already recorded');
        dayLastRecordedPricesFor = dayLastRecordedPricesFor.add(1);
        for (uint256 i = 0; i < tokens.length; i++) {
            (uint80 roundId, , , , ) = priceFeeds[tokens[i]].latestRoundData();
            (uint16 phase, ) = _getPhaseIdRoundId(roundId);
            if (oraclePhase[tokens[i]] != phase) {
                oraclePhase[tokens[i]] = phase;
                _cacheToken(tokens[i], _dayToTimestamp(dayLastRecordedPricesFor));
            }
            tokenDayPrice[tokens[i]][dayLastRecordedPricesFor] = _getDayClosingPrice(tokens[i], dayLastRecordedPricesFor);
        }
        emit TokenPricesRecorded(dayLastRecordedPricesFor);
    }",slither_audited
15,160710959a2ff50c4b8b981093aeecf66e4ca2f9,Timestamp-Dependency,getTokenPrices,"    function getTokenPrices(uint256 day) external view returns(uint256[] memory) {
        require(day <= dayLastRecordedPricesFor, 'invalid day');
        uint256[] memory prices = new uint256[](tokens.length);
        for (uint256 i = 0; i < tokens.length; i++) {
            address token = tokens[i];
            prices[i] = tokenDayPrice[token][day];
        }
        return prices;
    }",slither_audited
16,160710959a2ff50c4b8b981093aeecf66e4ca2f9,Timestamp-Dependency,upToDate,"    function upToDate() external view returns(bool) {
        return dayLastRecordedPricesFor == _getCurrentDay().sub(1);
    }",slither_audited
17,160710959a2ff50c4b8b981093aeecf66e4ca2f9,Timestamp-Dependency,_getRoundBeforeTimestamp,"    function _getRoundBeforeTimestamp(address token, uint256 timestamp) internal view returns(uint64) {
        uint64 left = tokenRoundLatest[token];
        (uint80 roundId, , , , ) = priceFeeds[token].latestRoundData();
        (, uint64 right) = _getPhaseIdRoundId(roundId);
        uint64 middle = (right + left) / 2;
        while (left <= right) {
            roundId = _makeCombinedId(oraclePhase[token], middle);
            (, , , uint256 roundTimestamp, ) = priceFeeds[token].getRoundData(roundId);
            if (roundTimestamp == timestamp) {
                return middle - 1;
            } else if (roundTimestamp < timestamp) {
                left = middle + 1;
            } else {
                right = middle - 1;
            }
            middle = (right + left) / 2;
        }
        return middle;
    }",slither_audited
18,16ca223aBe5E439942ba70620d90d3Ce8aeBFf7F,Timestamp-Dependency,_castVote,"    function _castVote(
        address voter,
        uint256 proposalId,
        bool support
    ) internal {
        require(state(proposalId) == ProposalState.Active, 'sbGovernor::_castVote: voting is closed');
        Proposal storage proposal = proposals[proposalId];
        Receipt storage receipt = proposal.receipts[voter];
        require(receipt.hasVoted == false, 'sbGovernor::_castVote: voter already voted');
        uint96 votes = sbVotes.getPriorProposalVotes(voter, proposal.startBlock);
        if (support) {
            proposal.forVotes = add256(proposal.forVotes, votes);
        } else {
            proposal.againstVotes = add256(proposal.againstVotes, votes);
        }
        receipt.hasVoted = true;
        receipt.support = support;
        receipt.votes = votes;
        emit VoteCast(voter, proposalId, support, votes);
    }",slither_audited
19,16ca223aBe5E439942ba70620d90d3Ce8aeBFf7F,Timestamp-Dependency,_queueOrRevert,"    function _queueOrRevert(
        address target,
        uint256 value,
        string memory signature,
        bytes memory data,
        uint256 eta
    ) internal {
        require(
            !sbTimelock.queuedTransactions(keccak256(abi.encode(target, value, signature, data, eta))),
            'sbGovernor::_queueOrRevert: proposal action already queued at eta'
        );
        sbTimelock.queueTransaction(target, value, signature, data, eta);
    }",slither_audited
20,16ca223aBe5E439942ba70620d90d3Ce8aeBFf7F,Timestamp-Dependency,cancel,"    function cancel(uint256 proposalId) public {
        ProposalState state = state(proposalId);
        require(state != ProposalState.Executed, 'sbGovernor::cancel: cannot cancel executed proposal');
        Proposal storage proposal = proposals[proposalId];
        require(
            msg.sender == guardian ||
            sbVotes.getPriorProposalVotes(proposal.proposer, sub256(block.number, 1)) < proposalThreshold(),
            'sbGovernor::cancel: proposer above threshold'
        );
        proposal.canceled = true;
        for (uint256 i = 0; i < proposal.targets.length; i++) {
            sbTimelock.cancelTransaction(
                proposal.targets[i],
                proposal.values[i],
                proposal.signatures[i],
                proposal.calldatas[i],
                proposal.eta
            );
        }
        emit ProposalCanceled(proposalId);
    }",slither_audited
21,16ca223aBe5E439942ba70620d90d3Ce8aeBFf7F,Timestamp-Dependency,add256,"    function add256(uint256 a, uint256 b) internal pure returns(uint256) {
        uint256 c = a + b;
        require(c >= a, 'addition overflow');
        return c;
    }",slither_audited
22,16ca223aBe5E439942ba70620d90d3Ce8aeBFf7F,Timestamp-Dependency,state,"    function state(uint256 proposalId) public view returns(ProposalState) {
        require(proposalCount >= proposalId && proposalId > 0, 'sbGovernor::state: invalid proposal id');
        Proposal storage proposal = proposals[proposalId];
        if (proposal.canceled) {
            return ProposalState.Canceled;
        } else if (block.number <= proposal.startBlock) {
            return ProposalState.Pending;
        } else if (block.number <= proposal.endBlock) {
            return ProposalState.Active;
        } else if (proposal.forVotes <= proposal.againstVotes || proposal.forVotes < quorumVotes()) {
            return ProposalState.Defeated;
        } else if (proposal.eta == 0) {
            return ProposalState.Succeeded;
        } else if (proposal.executed) {
            return ProposalState.Executed;
        } else if (block.timestamp >= add256(proposal.eta, sbTimelock.GRACE_PERIOD())) {
            return ProposalState.Expired;
        } else {
            return ProposalState.Queued;
        }
    }",slither_audited
23,16ca223aBe5E439942ba70620d90d3Ce8aeBFf7F,Re-entrancy,queue,"    function queue(uint256 proposalId) public {
        require(
            state(proposalId) == ProposalState.Succeeded,
            'sbGovernor::queue: proposal can only be queued if it is succeeded'
        );
        Proposal storage proposal = proposals[proposalId];
        uint256 eta = add256(block.timestamp, sbTimelock.delay());
        for (uint256 i = 0; i < proposal.targets.length; i++) {
            _queueOrRevert(proposal.targets[i], proposal.values[i], proposal.signatures[i], proposal.calldatas[i], eta);
        }
        proposal.eta = eta;
        emit ProposalQueued(proposalId, eta);
    }",slither_audited
24,18CfB667F10c004f9534eA3C928b864d14c8fc11,Unhandled-Exceptions,recoverToken,"    function recoverToken(address _token) external virtual override {
        uint total = ERC20(_token).balanceOf(address(this));
        _token.call(abi.encodeWithSelector(ERC20(_token).transfer.selector, address(versionManager), total));
    }",slither_audited
25,1Bcc32Ac1C994CE7e9526FbaF95f37AbC0B2EC39,Re-entrancy,increaseStake,"    function increaseStake(uint256 amount) external {
        require(!_dated);
        require(_VYBE.transferFrom(msg.sender, address(this), amount));
        _totalStaked = _totalStaked.add(amount);
        _lastClaim[msg.sender] = block.timestamp;
        _staked[msg.sender] = _staked[msg.sender].add(amount);
        emit StakeIncreased(msg.sender, amount);
    }",slither_audited
26,1Bcc32Ac1C994CE7e9526FbaF95f37AbC0B2EC39,Timestamp-Dependency,_calculateMintage,"    function _calculateMintage(address staker) private view returns(uint256) {
        uint256 share = _VYBE.totalSupply()
            .div(calculateSupplyDivisor())
            .div(_totalStaked.div(_staked[staker]));
        uint256 timeElapsed = block.timestamp.sub(_lastClaim[staker]);
        uint256 mintage = 0;
        if (timeElapsed > MONTH) {
            mintage = share.mul(timeElapsed.div(MONTH));
            timeElapsed = timeElapsed.mod(MONTH);
        }
        if (timeElapsed != 0) {
            mintage = mintage.add(share.div(MONTH.div(timeElapsed)));
        }
        return mintage;
    }",slither_audited
27,1Bcc32Ac1C994CE7e9526FbaF95f37AbC0B2EC39,Timestamp-Dependency,claimRewards,"    function claimRewards() external noReentrancy {
        require(!_dated);
        uint256 mintage = _calculateMintage(msg.sender);
        uint256 mintagePiece = mintage.div(20);
        require(mintagePiece > 0);
        _lastClaim[msg.sender] = block.timestamp;
        _VYBE.mint(msg.sender, mintage.sub(mintagePiece));
        _VYBE.mint(_developerFund, mintagePiece);
        emit Rewards(msg.sender, mintage, mintagePiece);
    }",slither_audited
28,1Bcc32Ac1C994CE7e9526FbaF95f37AbC0B2EC39,Timestamp-Dependency,calculateSupplyDivisor,"    function calculateSupplyDivisor() public view returns(uint256) {
        uint256 result = uint256(20)
            .add(
                block.timestamp.sub(_deployedAt).div(MONTH)
                .mul(5)
            );
        if (result > 50) {
            result = 50;
        }
        return result;
    }",slither_audited
29,1Bcc32Ac1C994CE7e9526FbaF95f37AbC0B2EC39,Re-entrancy,migrate,"    function migrate(address previous, address[] memory people, uint256[] memory lastClaims) external {
        require(!_migrated);
        require(people.length == lastClaims.length);
        for (uint i = 0; i < people.length; i++) {
            uint256 staked = VybeStake(previous).staked(people[i]);
            _staked[people[i]] = staked;
            _totalStaked = _totalStaked.add(staked);
            _lastClaim[people[i]] = lastClaims[i];
            emit StakeIncreased(people[i], staked);
        }
        require(_VYBE.transferFrom(previous, address(this), _VYBE.balanceOf(previous)));
        _migrated = true;
    }",slither_audited
30,1bf68a9d1eaee7826b3593c20a0ca93293cb489a,Re-entrancy,withdraw,"    function withdraw(
        address hubContract,
        string memory fromChain,
        bytes memory fromAddr,
        bytes memory toAddr,
        bytes memory token,
        bytes32[] memory bytes32s,
        uint[] memory uints,
        uint8[] memory v,
        bytes32[] memory r,
        bytes32[] memory s
    ) public onlyActivated {
        require(bytes32s.length >= 1);
        require(bytes32s[0] == sha256(abi.encodePacked(hubContract, chain, address(this))));
        require(uints.length >= 2);
        require(isValidChain[getChainId(fromChain)]);
        bytes32 whash = sha256(abi.encodePacked(hubContract, fromChain, chain, fromAddr, toAddr, token, bytes32s, uints));
        require(!isUsedWithdrawal[whash]);
        isUsedWithdrawal[whash] = true;
        uint validatorCount = _validate(whash, v, r, s);
        require(validatorCount >= required);
        address payable _toAddr = bytesToAddress(toAddr);
        address tokenAddress = bytesToAddress(token);
        if (tokenAddress == address(0)) {
            if (!_toAddr.send(uints[0])) revert();
        } else {
            if (tokenAddress == tetherAddress) {
                TIERC20(tokenAddress).transfer(_toAddr, uints[0]);
            } else {
                if (!IERC20(tokenAddress).transfer(_toAddr, uints[0])) revert();
            }
        }
        emit Withdraw(hubContract, fromChain, chain, fromAddr, toAddr, token, bytes32s, uints);
    }",slither_audited
31,1bf68a9d1eaee7826b3593c20a0ca93293cb489a,Re-entrancy,depositToken,"    function depositToken(address token, string memory toChain, bytes memory toAddr, uint amount) public onlyActivated {
        require(isValidChain[getChainId(toChain)]);
        require(token != address(0));
        require(amount > 0);
        uint8 decimal = 0;
        if (token == tetherAddress) {
            TIERC20(token).transferFrom(msg.sender, address(this), amount);
            decimal = TIERC20(token).decimals();
        } else {
            if (!IERC20(token).transferFrom(msg.sender, address(this), amount)) revert();
            decimal = IERC20(token).decimals();
        }
        require(decimal > 0);
        depositCount = depositCount + 1;
        emit Deposit(chain, toChain, msg.sender, toAddr, token, decimal, amount, depositCount, block.number);
    }",slither_audited
32,1bf68a9d1eaee7826b3593c20a0ca93293cb489a,Re-entrancy,executeTransaction,"    function executeTransaction(uint transactionId)
    public
    notExecuted(transactionId)
    {
        if (isConfirmed(transactionId)) {
            Transaction storage txn = transactions[transactionId];
            txn.executed = true;
            (bool result, ) = txn.destination.call.value(txn.value)(txn.data);
            if (result)
                emit Execution(transactionId);
            else {
                emit ExecutionFailure(transactionId);
                txn.executed = false;
            }
        }
    }",slither_audited
33,1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41,Re-entrancy,deposit,"    function deposit(uint256 amount) public {
        User storage user = users[msg.sender];
        update();
        if (user.depositAmount > 0) {
            uint256 _pendingReward = user.depositAmount.mul(rewardTillNowPerToken).div(scale).sub(user.paidReward);
            rewardToken.transfer(msg.sender, _pendingReward);
            emit RewardClaimed(msg.sender, _pendingReward);
        }
        user.depositAmount = user.depositAmount.add(amount);
        user.paidReward = user.depositAmount.mul(rewardTillNowPerToken).div(scale);
        stakedToken.transferFrom(address(msg.sender), address(this), amount);
        totalStakedToken = totalStakedToken.add(amount);
        emit Deposit(msg.sender, amount);
    }",slither_audited
34,1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41,Re-entrancy,withdraw,"    function withdraw(uint256 amount) public {
        User storage user = users[msg.sender];
        require(user.depositAmount >= amount, ""withdraw amount exceeds deposited amount"");
        update();
        uint256 _pendingReward = user.depositAmount.mul(rewardTillNowPerToken).div(scale).sub(user.paidReward);
        rewardToken.transfer(msg.sender, _pendingReward);
        emit RewardClaimed(msg.sender, _pendingReward);
        uint256 particleCollectorShare = _pendingReward.mul(daoShare.add(earlyFoundersShare)).div(scale);
        particleCollector = particleCollector.add(particleCollectorShare);
        if (amount > 0) {
            user.depositAmount = user.depositAmount.sub(amount);
            stakedToken.transfer(address(msg.sender), amount);
            totalStakedToken = totalStakedToken.sub(amount);
            emit Withdraw(msg.sender, amount);
        }
        user.paidReward = user.depositAmount.mul(rewardTillNowPerToken).div(scale);
    }",slither_audited
35,1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41,Re-entrancy,emergencyWithdraw,"    function emergencyWithdraw() public {
        User storage user = users[msg.sender];
        totalStakedToken = totalStakedToken.sub(user.depositAmount);
        stakedToken.transfer(msg.sender, user.depositAmount);
        emit EmergencyWithdraw(msg.sender, user.depositAmount);
        user.depositAmount = 0;
        user.paidReward = 0;
    }",slither_audited
36,1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41,Re-entrancy,withdrawParticleCollector,"    function withdrawParticleCollector() public {
        uint256 _daoShare = particleCollector.mul(daoShare).div(daoShare.add(earlyFoundersShare));
        rewardToken.transfer(daoWallet, _daoShare);
        uint256 _earlyFoundersShare = particleCollector.mul(earlyFoundersShare).div(daoShare.add(earlyFoundersShare));
        rewardToken.transfer(earlyFoundersWallet, _earlyFoundersShare);
        particleCollector = 0;
    }",slither_audited
37,1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41,Re-entrancy,setShares,"    function setShares(uint256 _daoShare, uint256 _earlyFoundersShare) public onlyOwner {
        withdrawParticleCollector();
        daoShare = _daoShare;
        earlyFoundersShare = _earlyFoundersShare;
    }",slither_audited
38,1da91f1b6c01a2351c40ae5f8f952ba8de0a3e3b,Re-entrancy,releaseRewards,"    function releaseRewards() public {
        uint256 currentDay = _getCurrentDay();
        require(currentDay > dayLastReleasedRewardsFor.add(1), 'already released');
        require(sbTokens.upToDate(), 'need token prices');
        dayLastReleasedRewardsFor = dayLastReleasedRewardsFor.add(1);
        uint256 year = _getYearDayIsIn(dayLastReleasedRewardsFor);
        require(year <= MAX_YEARS, 'invalid year');
        address[] memory tokenAddresses = sbTokens.getTokens();
        uint256[] memory tokenPrices = sbTokens.getTokenPrices(dayLastReleasedRewardsFor);
        for (uint256 i = 0; i < communities.length; i++) {
            address community = communities[i];
            uint256 sum = 0;
            for (uint256 j = 0; j < tokenAddresses.length; j++) {
                address token = tokenAddresses[j];
                (, , uint256 minedSeconds) = sbCommunityInterface(community).getTokenData(token, dayLastReleasedRewardsFor);
                uint256 tokenPrice = tokenPrices[j];
                uint256 minedSecondsUSD = tokenPrice.mul(minedSeconds).div(1e18);
                sum = sum.add(minedSecondsUSD);
            }
            communityDayMineSecondsUSD[community][dayLastReleasedRewardsFor] = sum;
            dayMineSecondsUSDTotal[dayLastReleasedRewardsFor] = dayMineSecondsUSDTotal[dayLastReleasedRewardsFor].add(sum);
        }
        for (uint256 i = 0; i < communities.length; i++) {
            address community = communities[i];
            if (communityDayMineSecondsUSD[community][dayLastReleasedRewardsFor] == 0) {
                continue;
            }
            communityDayRewards[community][dayLastReleasedRewardsFor] = communityDayMineSecondsUSD[community][dayLastReleasedRewardsFor]
                .mul(COMMUNITY_DAILY_REWARDS_BY_YEAR[year])
                .div(dayMineSecondsUSDTotal[dayLastReleasedRewardsFor]);
            uint256 amount = communityDayRewards[community][dayLastReleasedRewardsFor];
            strongToken.approve(community, amount);
            sbCommunityInterface(community).receiveRewards(dayLastReleasedRewardsFor, amount);
            emit RewardsReleased(community, amount, currentDay);
        }
        (, , uint256 strongPoolMineSeconds) = sbStrongPool.getMineData(dayLastReleasedRewardsFor);
        if (strongPoolMineSeconds != 0) {
            strongToken.approve(address(sbStrongPool), STRONGPOOL_DAILY_REWARDS_BY_YEAR[year]);
            sbStrongPool.receiveRewards(dayLastReleasedRewardsFor, STRONGPOOL_DAILY_REWARDS_BY_YEAR[year]);
            emit RewardsReleased(address(sbStrongPool), STRONGPOOL_DAILY_REWARDS_BY_YEAR[year], currentDay);
        }
        bool hasVoteSeconds = false;
        for (uint256 i = 0; i < communities.length; i++) {
            address community = communities[i];
            (, , uint256 voteSeconds) = sbVotes.getCommunityData(community, dayLastReleasedRewardsFor);
            if (voteSeconds > 0) {
                hasVoteSeconds = true;
                break;
            }
        }
        if (hasVoteSeconds) {
            strongToken.approve(address(sbVotes), VOTER_DAILY_REWARDS_BY_YEAR[year]);
            sbVotes.receiveVoterRewards(dayLastReleasedRewardsFor, VOTER_DAILY_REWARDS_BY_YEAR[year]);
            emit RewardsReleased(address(sbVotes), VOTER_DAILY_REWARDS_BY_YEAR[year], currentDay);
        }
    }",slither_audited
39,1da91f1b6c01a2351c40ae5f8f952ba8de0a3e3b,Timestamp-Dependency,getCommunityDayMineSecondsUSD,"    function getCommunityDayMineSecondsUSD(address community, uint256 day) external view returns(uint256) {
        require(_communityExists(community), 'invalid community');
        require(day >= communityDayStart[community], '1: invalid day');
        require(day <= dayLastReleasedRewardsFor, '2: invalid day');
        return communityDayMineSecondsUSD[community][day];
    }",slither_audited
40,1da91f1b6c01a2351c40ae5f8f952ba8de0a3e3b,Timestamp-Dependency,updateVoterDailyRewardsByYear,"    function updateVoterDailyRewardsByYear(uint256 amount) public {
        require(msg.sender == superAdmin && msg.sender != address(0), 'not superAdmin');
        uint256 year = _getYearDayIsIn(_getCurrentDay());
        require(year <= MAX_YEARS, 'invalid year');
        VOTER_DAILY_REWARDS_BY_YEAR[year] = amount;
    }",slither_audited
41,1da91f1b6c01a2351c40ae5f8f952ba8de0a3e3b,Timestamp-Dependency,getCommunityDailyRewards,"    function getCommunityDailyRewards(uint256 day) external view returns(uint256) {
        require(day >= startDay, 'invalid day');
        uint256 year = _getYearDayIsIn(day);
        require(year <= MAX_YEARS, 'invalid year');
        return COMMUNITY_DAILY_REWARDS_BY_YEAR[year];
    }",slither_audited
42,1da91f1b6c01a2351c40ae5f8f952ba8de0a3e3b,Timestamp-Dependency,getStrongPoolDailyRewards,"    function getStrongPoolDailyRewards(uint256 day) external view returns(uint256) {
        require(day >= startDay, 'invalid day');
        uint256 year = _getYearDayIsIn(day);
        require(year <= MAX_YEARS, 'invalid year');
        return STRONGPOOL_DAILY_REWARDS_BY_YEAR[year];
    }",slither_audited
43,1da91f1b6c01a2351c40ae5f8f952ba8de0a3e3b,Timestamp-Dependency,upToDate,"    function upToDate() external view returns(bool) {
        return dayLastReleasedRewardsFor == _getCurrentDay().sub(1);
    }",slither_audited
44,1da91f1b6c01a2351c40ae5f8f952ba8de0a3e3b,Timestamp-Dependency,updateStrongPoolDailyRewardsByYear,"    function updateStrongPoolDailyRewardsByYear(uint256 amount) public {
        require(msg.sender == superAdmin && msg.sender != address(0), 'not superAdmin');
        uint256 year = _getYearDayIsIn(_getCurrentDay());
        require(year <= MAX_YEARS, 'invalid year');
        STRONGPOOL_DAILY_REWARDS_BY_YEAR[year] = amount;
    }",slither_audited
