,address,tools,lines,nb_vulnerabilities,source_code,vulnerability_category_labels,md5_hash,scores,accepted_labels,token_count
241,0x048fe0f263b8c3cef3f3e6b0e4f1b8cba55453cd,"{'mythril': {'vulnerabilities': {'Message call to external contract': 3}, 'categories': {'reentrancy': 3}}, 'slither': {'vulnerabilities': {'unused-return': 1, 'calls-loop': 1}, 'categories': {'unchecked_low_calls': 1, 'denial_service': 1}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {}, 'categories': {}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[26, 18, 28, 22]",5,"pragma solidity ^0.4.19; interface CornFarm { function buyObject(address _beneficiary) public payable; } interface Corn { function balanceOf(address who) public view returns (uint256); function transfer(address to, uint256 value) public returns (bool); } contract howdoyouturnthisthingon { address public farmer = 0xC4C6328405F00Fa4a93715D2349f76DF0c7E8b79; function sowCorn(address soil, uint8 seeds) external { for(uint8 i = 0; i < seeds; ++i) { CornFarm(soil).buyObject(this); } } function reap(address corn) external { Corn(corn).transfer(farmer, Corn(corn).balanceOf(this)); } }","{'denial_service', 'reentrancy', 'unchecked_low_calls'}",12b0f744eb2e38565555d8c8c64c1676,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': np.float64(0.2075828841591358), 'front_running': 0.0, 'reentrancy': np.float64(0.2411769030203825), 'time_manipulation': 0.0, 'unchecked_low_calls': np.float64(0.16784328247863028), 'other': 0.0, 'clean': 0.7777777777777778}","{'denial_service', 'reentrancy', 'unchecked_low_calls'}",179
242,0xeb11ba96eabdf5d2f540d840260fb3dd5d03f641,"{'mythril': {'vulnerabilities': {}, 'categories': {}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {}, 'categories': {}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}",[],0,"pragma solidity ^0.4.0; contract Ownable { address public owner; function Ownable() { owner = msg.sender; } modifier onlyOwner() { require(msg.sender == owner); _; } function transferOwnership(address newOwner) onlyOwner { if (newOwner != address(0)) { owner = newOwner; } } } contract InvestorWhiteList is Ownable { mapping (address => bool) public investorWhiteList; mapping (address => address) public referralList; function InvestorWhiteList() { } function addInvestorToWhiteList(address investor) external onlyOwner { require(investor != 0x0 && !investorWhiteList[investor]); investorWhiteList[investor] = true; } function removeInvestorFromWhiteList(address investor) external onlyOwner { require(investor != 0x0 && investorWhiteList[investor]); investorWhiteList[investor] = false; } function addReferralOf(address investor, address referral) external onlyOwner { require(investor != 0x0 && referral != 0x0 && referralList[investor] == 0x0 && investor != referral); referralList[investor] = referral; } function isAllowed(address investor) constant external returns (bool result) { return investorWhiteList[investor]; } function getReferralOf(address investor) constant external returns (address result) { return referralList[investor]; } }",set(),2604ccd733a4d38f9ef4f92f861181d1,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': 0.0, 'clean': 1.0}",{'clean'},311
243,0x69e5da6904f73dfa845648e1991ad1dcc780f874,"{'mythril': {'vulnerabilities': {'Message call to external contract': 2}, 'categories': {'reentrancy': 2}}, 'slither': {'vulnerabilities': {'locked-ether': 1}, 'categories': {'Other': 1}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_LOCKED_MONEY': 1}, 'categories': {'Other': 1}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}, 'honeybadger': {'vulnerabilities': {}, 'categories': {}}}","[82, 10, 125, 119]",4,"pragma solidity ^0.4.6; contract TokenController { function proxyPayment(address _owner) payable returns(bool); function onTransfer(address _from, address _to, uint _amount) returns(bool); function onApprove(address _owner, address _spender, uint _amount) returns(bool); } contract MiniMeToken { function generateTokens(address _owner, uint _amount ) returns (bool); } contract ERC20 { uint public totalSupply; function balanceOf(address who) constant returns (uint); function allowance(address owner, address spender) constant returns (uint); function transfer(address to, uint value) returns (bool ok); function transferFrom(address from, address to, uint value) returns (bool ok); function approve(address spender, uint value) returns (bool ok); event Transfer(address indexed from, address indexed to, uint value); event Approval(address indexed owner, address indexed spender, uint value); } contract SWTConverter is TokenController { MiniMeToken public tokenContract; ERC20 public arcToken; function SWTConverter( address _tokenAddress, address _arctokenaddress ) { tokenContract = MiniMeToken(_tokenAddress); arcToken = ERC20(_arctokenaddress); } function proxyPayment(address _owner) payable returns(bool) { return false; } function onTransfer(address _from, address _to, uint _amount) returns(bool) { return true; } function onApprove(address _owner, address _spender, uint _amount) returns(bool) { return true; } function convert(uint _amount){ if (!arcToken.transferFrom(msg.sender, 0x0, _amount)) { throw; } if (!tokenContract.generateTokens(msg.sender, _amount)) { throw; } } }","{'other', 'reentrancy'}",8750f108c433bc7c4b3d9ed53eb76e11,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': np.float64(0.2411769030203825), 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.49892699527353795), 'clean': 0.6666666666666666}","{'other', 'reentrancy'}",407
244,0x3c2c10e5ecd073d9ee238493d338ec6e3d7281c6,"{'mythril': {'vulnerabilities': {}, 'categories': {}}, 'slither': {'vulnerabilities': {'locked-ether': 1}, 'categories': {'Other': 1}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_LOCKED_MONEY': 1}, 'categories': {'Other': 1}}, 'manticore': {'vulnerabilities': {'Warning NUMBER instruction used': 1}, 'categories': {'Other': 1}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[49, 42, 3]",3,"pragma solidity ^0.4.15; contract Bithereum { mapping(address => uint256) addressBalances; mapping(address => uint256) addressBlocks; event Redemption(address indexed from, uint256 blockNumber, uint256 ethBalance); function getRedemptionBlockNumber() returns (uint256) { return addressBlocks[msg.sender]; } function getRedemptionBalance() returns (uint256) { return addressBalances[msg.sender]; } function isRedemptionReady() returns (bool) { return addressBalances[msg.sender] > 0 && addressBlocks[msg.sender] > 0; } function () payable { addressBalances[msg.sender] = msg.sender.balance; addressBlocks[msg.sender] = block.number; Redemption(msg.sender, addressBlocks[msg.sender], addressBalances[msg.sender]); } }",{'other'},a3ef5d7e549191fae42ae753e000bd75,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.6100381063846491), 'clean': 0.6666666666666666}",{'other'},199
245,0xa66a943be0c956ae90eae98b9703b98a7bbd4309,"{'mythril': {'vulnerabilities': {}, 'categories': {}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {}, 'categories': {}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}",[],0,pragma solidity ^0.4.9; contract Originstamp { address public owner; event Submitted(bytes32 indexed pHash); modifier onlyOwner() { require(msg.sender == owner); _; } function Originstamp() public { owner = msg.sender; } function submitHash(bytes32 pHash) public onlyOwner() { Submitted(pHash); } },set(),550707bfa68c41201b848ab70e6eb5bb,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': 0.0, 'clean': 1.0}",{'clean'},87
246,0x87c73ad7ea75743cadfb02c1ad0d926a46869cdf,"{'mythril': {'vulnerabilities': {'Integer Underflow': 1, 'Integer Overflow': 4}, 'categories': {'arithmetic': 5}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {'Integer Underflow.': 1, 'Integer Overflow.': 1}, 'categories': {'arithmetic': 2}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_LOCKED_MONEY': 1}, 'categories': {'Other': 1}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[64, 69, 71, 74, 43, 23]",8,pragma solidity ^0.4.25; contract EasyInvest5 { mapping (address => uint) public invested; mapping (address => uint) public dates; uint public totalInvested; uint public canInvest = 50 ether; uint public refreshTime = now + 24 hours; function () external payable { if (invested[msg.sender] != 0) { uint amount = invested[msg.sender] * 5 * (now - dates[msg.sender]) / 100 / 24 hours; if (amount > address(this).balance) { amount = address(this).balance; } msg.sender.transfer(amount); } dates[msg.sender] = now; if (refreshTime <= now) { canInvest += totalInvested / 10; refreshTime += 24 hours; } if (msg.value > 0) { require(msg.value <= canInvest); invested[msg.sender] += msg.value; canInvest -= msg.value; totalInvested += msg.value; } } },"{'other', 'arithmetic'}",75b738979d85c18667c43a49d2b9c138,"{'access_control': 0.0, 'arithmetic': np.float64(0.4809315912786981), 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.1111111111111111), 'clean': 0.6666666666666666}","{'other', 'arithmetic'}",222
247,0xc1eab49cf9d2e23e43bcf23b36b2be14fc2f8838,"{'mythril': {'vulnerabilities': {}, 'categories': {}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_LOCKED_MONEY': 1}, 'categories': {'Other': 1}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}",[49],1,"pragma solidity 0.4.24; pragma experimental ""v0.5.0""; contract Storage0 { mapping(bytes4 => address) internal delegates; } contract Mokens is Storage0 { constructor(address mokenUpdates) public { bytes memory calldata = abi.encodeWithSelector(0x584fc325,mokenUpdates); assembly { let callSuccess := delegatecall(gas, mokenUpdates, add(calldata, 0x20), mload(calldata), 0, 0) let size := returndatasize returndatacopy(calldata, 0, size) if eq(callSuccess,0) {revert(calldata, size)} } } function() external payable { address delegate = delegates[msg.sig]; require(delegate != address(0), ""Mokens function does not exist.""); assembly { let ptr := mload(0x40) calldatacopy(ptr, 0, calldatasize) let result := delegatecall(gas, delegate, ptr, calldatasize, 0, 0) let size := returndatasize returndatacopy(ptr, 0, size) switch result case 0 {revert(ptr, size)} default {return (ptr, size)} } } }",{'other'},98de0d5ffb5a3b54e9924275b3b557e1,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.1111111111111111), 'clean': 0.8888888888888888}",{'other'},293
248,0xd152f549545093347a162dce210e7293f1452150,"{'mythril': {'vulnerabilities': {'Integer Overflow': 3, 'Exception state': 3, 'Message call to external contract': 3, 'Ether send': 2}, 'categories': {'arithmetic': 3, 'Other': 3, 'reentrancy': 3, 'access_control': 2}}, 'slither': {'vulnerabilities': {'arbitrary-send': 1, 'calls-loop': 3}, 'categories': {'access_control': 1, 'denial_service': 3}}, 'oyente': {'vulnerabilities': {'Integer Overflow.': 1}, 'categories': {'arithmetic': 1}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_GAS_LIMIT_IN_LOOPS': 4, 'SOLIDITY_TRANSFER_IN_LOOP': 1}, 'categories': {'denial_service': 5}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {'is_prodigal_vulnerable': 1}, 'categories': {'access_control': 1}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[32, 11, 12, 13, 14, 16, 19, 21, 23, 24, 25, 28, 29, 30]",22,"pragma solidity ^0.4.25; interface IERC20 { function transfer(address to, uint256 value) external returns (bool); function transferFrom(address from, address to, uint256 value) external returns (bool); } contract Disperse { function disperseEther(address[] recipients, uint256[] values) external payable { for (uint256 i = 0; i < recipients.length; i++) recipients[i].transfer(values[i]); uint256 balance = address(this).balance; if (balance > 0) msg.sender.transfer(balance); } function disperseToken(IERC20 token, address[] recipients, uint256[] values) external { uint256 total = 0; for (uint256 i = 0; i < recipients.length; i++) total += values[i]; require(token.transferFrom(msg.sender, address(this), total)); for (i = 0; i < recipients.length; i++) require(token.transfer(recipients[i], values[i])); } function disperseTokenSimple(IERC20 token, address[] recipients, uint256[] values) external { for (uint256 i = 0; i < recipients.length; i++) require(token.transferFrom(msg.sender, recipients[i], values[i])); } }","{'reentrancy', 'arithmetic', 'access_control', 'denial_service', 'other'}",3b0660ba285c104953ec3283efb38a20,"{'access_control': np.float64(0.40003921514855356), 'arithmetic': np.float64(0.4809315912786981), 'denial_service': np.float64(0.4151657683182716), 'front_running': 0.0, 'reentrancy': np.float64(0.2411769030203825), 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.1111111111111111), 'clean': 0.4444444444444444}","{'reentrancy', 'access_control', 'arithmetic', 'denial_service', 'other'}",285
249,0xc5fc46b7ed05cce3ca31f09a35d76047ce190509,"{'mythril': {'vulnerabilities': {'Integer Overflow': 2}, 'categories': {'arithmetic': 2}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {'Integer Underflow.': 2}, 'categories': {'arithmetic': 2}}, 'osiris': {'vulnerabilities': {'overflow_bugs': 4}, 'categories': {'arithmetic': 4}}, 'smartcheck': {'vulnerabilities': {}, 'categories': {}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[19, 4, 22]",8,"pragma solidity ^0.4.19; contract BaseToken { string public name; string public symbol; uint8 public decimals; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Approval(address indexed owner, address indexed spender, uint256 value); function _transfer(address _from, address _to, uint _value) internal { require(_to != 0x0); require(balanceOf[_from] >= _value); require(balanceOf[_to] + _value > balanceOf[_to]); uint previousBalances = balanceOf[_from] + balanceOf[_to]; balanceOf[_from] -= _value; balanceOf[_to] += _value; assert(balanceOf[_from] + balanceOf[_to] == previousBalances); Transfer(_from, _to, _value); } function transfer(address _to, uint256 _value) public returns (bool success) { _transfer(msg.sender, _to, _value); return true; } function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) { require(_value <= allowance[_from][msg.sender]); allowance[_from][msg.sender] -= _value; _transfer(_from, _to, _value); return true; } function approve(address _spender, uint256 _value) public returns (bool success) { allowance[msg.sender][_spender] = _value; Approval(msg.sender, _spender, _value); return true; } } contract CustomToken is BaseToken { function CustomToken() public { totalSupply = 500000000000000000000000000; name = 'PowerChain'; symbol = 'PWRC'; decimals = 18; balanceOf[0x812a610fee93816153e4f1429ffedd1d0da206f0] = totalSupply; Transfer(address(0), 0x812a610fee93816153e4f1429ffedd1d0da206f0, totalSupply); } }",{'arithmetic'},a5c77357dfbf7817901622c60d94cb75,"{'access_control': 0.0, 'arithmetic': np.float64(0.688514475437834), 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': 0.0, 'clean': 0.6666666666666666}",{'arithmetic'},483
250,0xd8a1db7aa1e0ec45e77b0108006dc311cd9d00e7,"{'mythril': {'vulnerabilities': {}, 'categories': {}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_ARRAY_LENGTH_MANIPULATION': 1, 'SOLIDITY_DIV_MUL': 1, 'SOLIDITY_UNCHECKED_CALL': 2}, 'categories': {'arithmetic': 2, 'unchecked_low_calls': 2}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}, 'honeybadger': {'vulnerabilities': {}, 'categories': {}}}","[40, 35, 47]",4,contract Pandemica { struct _Tx { address txuser; uint txvalue; } _Tx[] public Tx; uint public counter; address owner; modifier onlyowner { if (msg.sender == owner) _ } function Pandemica() { owner = msg.sender; } function() { Sort(); if (msg.sender == owner ) { Count(); } } function Sort() internal { uint feecounter; feecounter+=msg.value/5; owner.send(feecounter); feecounter=0; uint txcounter=Tx.length; counter=Tx.length; Tx.length++; Tx[txcounter].txuser=msg.sender; Tx[txcounter].txvalue=msg.value; } function Count() onlyowner { while (counter>0) { Tx[counter].txuser.send((Tx[counter].txvalue/100)*3); counter-=1; } } },"{'unchecked_low_calls', 'arithmetic'}",20a93a4dfff147bf004b9861f537fe9c,"{'access_control': 0.0, 'arithmetic': np.float64(0.11827716210198437), 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': np.float64(0.16784328247863028), 'other': 0.0, 'clean': 0.8888888888888888}","{'unchecked_low_calls', 'arithmetic'}",205
251,0x16643b4deaafa493a07f5b73a5b68f1b1ae1f327,"{'mythril': {'vulnerabilities': {}, 'categories': {}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {}, 'categories': {}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}",[],0,"contract Ownable { address public owner; event OwnershipTransferred(address indexed previousOwner, address indexed newOwner); function Ownable() public { owner = msg.sender; } modifier onlyOwner() { require(msg.sender == owner); _; } function transferOwnership(address newOwner) public onlyOwner { require(newOwner != address(0)); OwnershipTransferred(owner, newOwner); owner = newOwner; } } contract Curatable is Ownable { address public curator; event CurationRightsTransferred(address indexed previousCurator, address indexed newCurator); function Curatable() public { owner = msg.sender; curator = owner; } modifier onlyCurator() { require(msg.sender == curator); _; } function transferCurationRights(address newCurator) public onlyOwner { require(newCurator != address(0)); CurationRightsTransferred(curator, newCurator); curator = newCurator; } } contract Whitelist is Curatable { mapping (address => bool) public whitelist; function Whitelist() public { } function addInvestor(address investor) external onlyCurator { require(investor != 0x0 && !whitelist[investor]); whitelist[investor] = true; } function removeInvestor(address investor) external onlyCurator { require(investor != 0x0 && whitelist[investor]); whitelist[investor] = false; } function isWhitelisted(address investor) constant external returns (bool result) { return whitelist[investor]; } }",set(),317ae5303420a6b7e3a7341812221ad2,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': 0.0, 'clean': 1.0}",{'clean'},339
252,0x1f41e42d0a9e3c0dd3ba15b527342783b43200a9,"{'mythril': {'vulnerabilities': {'Call data forwarded with delegatecall()': 1, 'DELEGATECALL to a user-supplied address': 1, 'Transaction order dependence': 1}, 'categories': {'access_control': 2, 'front_running': 1}}, 'slither': {'vulnerabilities': {'locked-ether': 1}, 'categories': {'Other': 1}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_LOCKED_MONEY': 1}, 'categories': {'Other': 1}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[32, 3, 38]",5,"pragma solidity ^0.4.21; contract Proxy{ address public owner; address public target; event ProxyTargetSet(address target); event ProxyOwnerChanged(address _owner); constructor () public{ owner = msg.sender; } modifier onlyOwner() { require(msg.sender == owner); _; } function setTarget(address _target) public onlyOwner { target = _target; emit ProxyTargetSet(_target); } function setOwner(address _owner) public onlyOwner { owner = _owner; emit ProxyOwnerChanged(_owner); } function () payable public { address _impl = target; require(_impl != address(0)); assembly { let ptr := mload(0x40) calldatacopy(ptr, 0, calldatasize) let result := delegatecall(gas, _impl, ptr, calldatasize, 0, 0) let size := returndatasize returndatacopy(ptr, 0, size) switch result case 0 { revert(ptr, size) } default { return(ptr, size) } } } }","{'other', 'front_running', 'access_control'}",309b2382e4c871e3ef5c3302c2c75679,"{'access_control': np.float64(0.14446405201872123), 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': np.float64(0.15965746899845826), 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.49892699527353795), 'clean': 0.6666666666666666}","{'other', 'front_running', 'access_control'}",237
253,0x3a7ebc138fd59ccce16b7968199c2ac7b013bbc0,"{'mythril': {'vulnerabilities': {'Integer Overflow': 3, 'Exception state': 1}, 'categories': {'arithmetic': 3, 'Other': 1}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {'Integer Underflow.': 1, 'Integer Overflow.': 1}, 'categories': {'arithmetic': 2}}, 'osiris': {'vulnerabilities': {'overflow_bugs': 1}, 'categories': {'arithmetic': 1}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN': 1, 'SOLIDITY_GAS_LIMIT_IN_LOOPS': 1}, 'categories': {'Other': 1, 'denial_service': 1}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[97, 98, 99, 68, 70, 43, 55, 63]",9,"pragma solidity ^0.4.11; contract NewToken { function NewToken() { totalSupply = 1000000000000000000; name = ""Paymon Token""; decimals = 9; symbol = ""PMNT""; version = ""1.0""; balances[msg.sender] = totalSupply; } uint public totalSupply; string public name; uint8 public decimals; string public symbol; string public version; mapping (address => uint256) balances; mapping (address => mapping (address => uint)) allowed; modifier onlyPayloadSize(uint size) { assert(msg.data.length == size + 4); _; } function balanceOf(address _owner) constant returns (uint balance) { return 1000000000000000000000; } function transfer(address _recipient, uint _value) onlyPayloadSize(2*32) { require(balances[msg.sender] >= _value && _value > 0); balances[msg.sender] -= _value; balances[_recipient] += _value; Transfer(msg.sender, _recipient, _value); } function transferFrom(address _from, address _to, uint _value) { require(balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0); balances[_to] += _value; balances[_from] -= _value; allowed[_from][msg.sender] -= _value; Transfer(_from, _to, _value); } function approve(address _spender, uint _value) { allowed[msg.sender][_spender] = _value; Approval(msg.sender, _spender, _value); } function allowance(address _spender, address _owner) constant returns (uint balance) { return allowed[_owner][_spender]; } event Transfer( address indexed _from, address indexed _to, uint _value ); event Approval( address indexed _owner, address indexed _spender, uint _value ); function sendFromContract(address _from, address[] _to, uint _value) returns (bool) { for (uint i = 0; i < _to.length; i++) { Transfer(_from, _to[i], _value); } } }","{'other', 'arithmetic', 'denial_service'}",2ee86864bacf9e3a9743ddc830a52a34,"{'access_control': 0.0, 'arithmetic': np.float64(0.688514475437834), 'denial_service': np.float64(0.2075828841591358), 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.2222222222222222), 'clean': 0.5555555555555556}","{'denial_service', 'other', 'arithmetic'}",487
254,0x600e156b5d158033648c5963a2ed7042d5d240ba,"{'mythril': {'vulnerabilities': {'Integer Overflow': 1}, 'categories': {'arithmetic': 1}}, 'slither': {'vulnerabilities': {'locked-ether': 1}, 'categories': {'Other': 1}}, 'oyente': {'vulnerabilities': {'Integer Underflow.': 1, 'Integer Overflow.': 1}, 'categories': {'arithmetic': 2}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_LOCKED_MONEY': 1}, 'categories': {'Other': 1}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}","[3, 9, 19, 26, 27]",5,"pragma solidity ^0.4.18; contract Proteania { uint256 public totalSupply = 65*10**27; address owner; string public name = ""Proteania""; uint8 public decimals = 18; string public symbol = ""PRN""; mapping (address => uint256) balances; event Transfer(address indexed _from, address indexed _to, uint256 _value); constructor() public { owner = msg.sender; balances[owner] = totalSupply; } function() payable { revert(); } function transfer(address _to, uint256 _value) public returns (bool success) { require(balances[msg.sender] >= _value); balances[msg.sender] -= _value; balances[_to] += _value; emit Transfer(msg.sender, _to, _value); return true; } function balanceOf(address _owner) constant public returns (uint256 balance) { return balances[_owner]; } }","{'other', 'arithmetic'}",b1ef9407f2b4eca46df1dd18310601ab,"{'access_control': 0.0, 'arithmetic': np.float64(0.4809315912786981), 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.49892699527353795), 'clean': 0.5555555555555556}","{'other', 'arithmetic'}",210
255,0x1234567896326230a28ee368825d11fe6571be4a,"{'mythril': {'vulnerabilities': {}, 'categories': {}}, 'slither': {'vulnerabilities': {}, 'categories': {}}, 'oyente': {'vulnerabilities': {}, 'categories': {}}, 'osiris': {'vulnerabilities': {}, 'categories': {}}, 'smartcheck': {'vulnerabilities': {'SOLIDITY_LOCKED_MONEY': 1}, 'categories': {'Other': 1}}, 'manticore': {'vulnerabilities': {}, 'categories': {}}, 'maian': {'vulnerabilities': {}, 'categories': {}}, 'securify': {'vulnerabilities': {}, 'categories': {}}}",[24],1,"pragma solidity ^0.5.3; interface RegistryInterface { function getExchangeContract() external view returns (address); } contract FixedAddress { address constant ProxyAddress = 0x1234567896326230a28ee368825D11fE6571Be4a; address constant TreasuryAddress = 0x12345678979f29eBc99E00bdc5693ddEa564cA80; address constant RegistryAddress = 0x12345678982cB986Dd291B50239295E3Cb10Cdf6; function getRegistry() internal pure returns (RegistryInterface) { return RegistryInterface(RegistryAddress); } } contract Proxy is FixedAddress { function () external payable { address _impl = getRegistry().getExchangeContract(); assembly { let ptr := mload(0x40) calldatacopy(ptr, 0, calldatasize) let result := delegatecall(gas, _impl, ptr, calldatasize, 0, 0) let size := returndatasize returndatacopy(ptr, 0, size) switch result case 0 { revert(ptr, size) } default { return(ptr, size) } } } }",{'other'},a3850b5cf70363d515786e84e352cfb7,"{'access_control': 0.0, 'arithmetic': 0.0, 'denial_service': 0.0, 'front_running': 0.0, 'reentrancy': 0.0, 'time_manipulation': 0.0, 'unchecked_low_calls': 0.0, 'other': np.float64(0.1111111111111111), 'clean': 0.8888888888888888}",{'other'},274
